"Description","Latitude","Longitude","Title","Group","TabTitle","Location","Icon","Shadow","DateOpened","TimeOpened","DateClosed","TimeClosed","Status","Crime","CaseNumber","CrimeClassification","IncidentNumber"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4600 Block of COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 3/8/2019 at 0000<br><b>Case #:</b> 19-943<br><b>Incident #:</b> 1903110110<br><br>","38.5482077","-121.6957506","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","4600 Block of COWELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","487(A) PC","19-943","Felony","1903110110"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1800 Block of COWELL BLVD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/26/2019 at 0120<br><b>Case #:</b> 19-766<br><b>Incident #:</b> 1902270094<br><br>","38.540109","-121.731199","Petty Theft $950-  Misd","LARCENY","Theft","1800 Block of COWELL BLVD","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/27/2019 12:00:00 AM","","","","","488 PC","19-766","Misdemeanor","1902270094"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2100 Block of COWELL BLVD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 1620<br><b>Case #:</b> 19-734<br><b>Incident #:</b> 1902260096<br><br>","38.5400352","-121.7247197","Burglary (Commercial) ","BURGLARY","Burglary","2100 Block of COWELL BLVD","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/26/2019 12:00:00 AM","","","","","459 PC","19-734","Felony","1902260096"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2800 Block of COWELL BLVD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2019 at 1845<br><b>Case #:</b> 19-628<br><b>Incident #:</b> 1902180041<br><br>","38.5469753","-121.7173639","Burglary (Vehicle)","LARCENY","Theft","2800 Block of COWELL BLVD","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/18/2019 12:00:00 AM","","","","","459 PC","19-628","Felony","1902180041"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 900 Block of CRANBROOK CT<br><b>City:</b> Davis<br><b>Occurred:</b> 2/23/2019 at 1622<br><b>Case #:</b> 19-694<br><b>Incident #:</b> 1902230069<br><br>","38.5593844","-121.741072","Burglary (Vehicle)","LARCENY","Theft","900 Block of CRANBROOK CT","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/23/2019 12:00:00 AM","","","","","459 PC","19-694","Felony","1902230069"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2400 Block of CREEKHOLLOW LN<br><b>City:</b> Davis<br><b>Occurred:</b> 2/14/2019 at 1300<br><b>Case #:</b> 19-589<br><b>Incident #:</b> 1902140136<br><br>","38.5494573","-121.780069","Petty Theft $950-  Misd","LARCENY","Theft","2400 Block of CREEKHOLLOW LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/14/2019 12:00:00 AM","","","","","488 PC","19-589","Misdemeanor","1902140136"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b>  Block of D ST/4TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2019 at 1635<br><b>Case #:</b> 19-600<br><b>Incident #:</b> 1902150123<br><br>","38.5456264","-121.7428787","Battery On Person","ASSAULT","Assault"," Block of D ST/4TH ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/15/2019 12:00:00 AM","","","","","242 PC","19-600","Misdemeanor","1902150123"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1400 Block of DRAKE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/4/2019 at 0030<br><b>Case #:</b> 19-829<br><b>Incident #:</b> 1903040042<br><br>","38.5602615","-121.7656523","Vehicle Theft","STOLVEH","Stolen Vehicle","1400 Block of DRAKE DR","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","3/4/2019 12:00:00 AM","","","","","10851(A) VC","19-829","Felony","1903040042"
"<hr><b><big>Sexual battery: unwill vic</big></b><hr><b>Crime:</b> 243.4(E)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1600 Block of DREW CI<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 0140<br><b>Case #:</b> 19-705<br><b>Incident #:</b> 1902250003<br><br>","38.5381959","-121.7268726","Sexual Battery: Unwill Vic","ASSAULT","Assault","1600 Block of DREW CI","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/25/2019 12:00:00 AM","","","","","243.4(E)(1) PC","19-705","Misdemeanor","1902250003"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1200 Block of DREXEL DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/7/2019 at 1600<br><b>Case #:</b> 19-907<br><b>Incident #:</b> 1903070148<br><br>","38.5569905","-121.7398804","Battery On Person","ASSAULT","Assault","1200 Block of DREXEL DR","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","3/7/2019 12:00:00 AM","","","","","242 PC","19-907","Misdemeanor","1903070148"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of E 14TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 0000<br><b>Case #:</b> 19-959<br><b>Incident #:</b> 1903120044<br><br>","38.5560889","-121.7475116","Burglary (Commercial) ","BURGLARY","Burglary","200 Block of E 14TH ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","3/12/2019 12:00:00 AM","","","","","459 PC","19-959","Felony","1903120044"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2000 Block of E 8TH ST.<br><b>City:</b> Davis<br><b>Occurred:</b> 3/10/2019 at 1500<br><b>Case #:</b> 19-958<br><b>Incident #:</b> 1903120059<br><br>","38.5533848","-121.7272381","Petty Theft $950-  Misd","LARCENY","Theft","2000 Block of E 8TH ST.","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/12/2019 12:00:00 AM","","","","","488 PC","19-958","Misdemeanor","1903120059"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 200 Block of EAST 14TH ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/22/2019 at 1800<br><b>Case #:</b> 19-1182<br><b>Incident #:</b> 1903260041<br><br>","38.5560889","-121.7475116","Petty Theft $950-  Misd","LARCENY","Theft","200 Block of EAST 14TH ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/26/2019 12:00:00 AM","","","","","488 PC","19-1182","Misdemeanor","1903260041"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1400 Block of EAST EIGHTH<br><b>City:</b> Davis<br><b>Occurred:</b> 3/11/2019 at 0815<br><b>Case #:</b> 19-965<br><b>Incident #:</b> 1903120082<br><br>","38.5528231","-121.7333539","Petty Theft $950-  Misd","LARCENY","Theft","1400 Block of EAST EIGHTH","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/12/2019 12:00:00 AM","","","","","488 PC","19-965","Misdemeanor","1903120082"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4800 Block of EL CEMONTE AV<br><b>City:</b> Davis<br><b>Occurred:</b> 3/16/2019 at 0000<br><b>Case #:</b> 19-1044<br><b>Incident #:</b> 1903180061<br><br>","38.5510909","-121.691103","Burglary (Vehicle)","LARCENY","Theft","4800 Block of EL CEMONTE AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/18/2019 12:00:00 AM","","","","","459 PC","19-1044","Felony","1903180061"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 300 Block of ENCINA AV<br><b>City:</b> Davis<br><b>Occurred:</b> 3/12/2019 at 1800<br><b>Case #:</b> 19-979<br><b>Incident #:</b> 1903130038<br><br>","38.5667011","-121.7505796","Burglary (Vehicle)","LARCENY","Theft","300 Block of ENCINA AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/13/2019 12:00:00 AM","","","","","459 PC","19-979","Felony","1903130038"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 300 Block of ENCINA AVE<br><b>City:</b> Davis<br><b>Occurred:</b> 2/14/2019 at 0615<br><b>Case #:</b> 19-790<br><b>Incident #:</b> 1903010059<br><br>","38.5667011","-121.7505796","Burglary (Vehicle)","LARCENY","Theft","300 Block of ENCINA AVE","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/1/2019 12:00:00 AM","","","","","459 PC","19-790","Felony","1903010059"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1200 Block of EVANS CT<br><b>City:</b> Davis<br><b>Occurred:</b> 3/8/2019 at 1800<br><b>Case #:</b> 19-1082<br><b>Incident #:</b> 1903190110<br><br>","38.5433835","-121.7188435","Petty Theft $950-  Misd","LARCENY","Theft","1200 Block of EVANS CT","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/19/2019 12:00:00 AM","","","","","488 PC","19-1082","Misdemeanor","1903190110"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1700 Block of EVERGREEN CT<br><b>City:</b> Davis<br><b>Occurred:</b> 2/14/2019 at 1305<br><b>Case #:</b> 19-585<br><b>Incident #:</b> 1902140107<br><br>","38.5364794","-121.7247281","Petty Theft $950-  Misd","LARCENY","Theft","1700 Block of EVERGREEN CT","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/14/2019 12:00:00 AM","","","","","488 PC","19-585","Misdemeanor","1902140107"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 100 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/28/2019 at 1755<br><b>Case #:</b> 19-788<br><b>Incident #:</b> 1903010057<br><br>","38.5421668","-121.7396077","Petty Theft $950-  Misd","LARCENY","Theft","100 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/1/2019 12:00:00 AM","","","","","488 PC","19-788","Misdemeanor","1903010057"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1300 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/6/2019 at 2300<br><b>Case #:</b> 19-1002<br><b>Incident #:</b> 1903140105<br><br>","38.5564741","-121.7432037","Burglary (Vehicle)","LARCENY","Theft","1300 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/14/2019 12:00:00 AM","","","","","459 PC","19-1002","Felony","1903140105"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1600 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/23/2019 at 1205<br><b>Case #:</b> 19-727<br><b>Incident #:</b> 1902260082<br><br>","38.5585763","-121.7441739","Petty Theft $950-  Misd","LARCENY","Theft","1600 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/26/2019 12:00:00 AM","","","","","488 PC","19-727","Misdemeanor","1902260082"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1900 Block of F ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 1104<br><b>Case #:</b> 19-711<br><b>Incident #:</b> 1902250064<br><br>","38.5607831","-121.7448188","Burglary (Vehicle)","LARCENY","Theft","1900 Block of F ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/25/2019 12:00:00 AM","","","","","459 PC","19-711","Felony","1902250064"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b>  Block of FIRST AND G ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 0900<br><b>Case #:</b> 19-742<br><b>Incident #:</b> 1902260107<br><br>","38.5445171","-121.7389958","Burglary (Vehicle)","LARCENY","Theft"," Block of FIRST AND G ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/26/2019 12:00:00 AM","","","","","459 PC","19-742","Felony","1902260107"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of FLORENCIA PL<br><b>City:</b> Davis<br><b>Occurred:</b> 3/13/2019 at 1230<br><b>Case #:</b> 19-976<br><b>Incident #:</b> 1903130025<br><br>","38.5675633","-121.7503849","Burglary (Vehicle)","LARCENY","Theft","200 Block of FLORENCIA PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/13/2019 12:00:00 AM","","","","","459 PC","19-976","Felony","1903130025"
"<hr><b><big>Adw W/Force: poss gbi</big></b><hr><b>Crime:</b> 245(A)(4) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 200 Block of G ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/24/2019 at 0053<br><b>Case #:</b> 19-696<br><b>Incident #:</b> 1902240006<br><br>","38.543918","-121.73856","Adw W/Force: Poss Gbi","ASSAULT","Assault","200 Block of G ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/24/2019 12:00:00 AM","","","","","245(A)(4) PC","19-696","Felony","1902240006"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2100 Block of GLACIER DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/6/2019 at 1400<br><b>Case #:</b> 19-886<br><b>Incident #:</b> 1903070099<br><br>","38.5594051","-121.776247","Vehicle Theft","STOLVEH","Stolen Vehicle","2100 Block of GLACIER DR","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","3/7/2019 12:00:00 AM","","","","","10851(A) VC","19-886","Felony","1903070099"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of GUAVA LN<br><b>City:</b> Davis<br><b>Occurred:</b> 2/19/2019 at 1900<br><b>Case #:</b> 19-744<br><b>Incident #:</b> 1902260115<br><br>","38.5466269","-121.7660987","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of GUAVA LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/26/2019 12:00:00 AM","","","","","488 PC","19-744","Misdemeanor","1902260115"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1100 Block of H ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/22/2019 at 0653<br><b>Case #:</b> 19-683<br><b>Incident #:</b> 1902220020<br><br>","38.5543589","-121.741233","Battery On Person","ASSAULT","Assault","1100 Block of H ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/22/2019 12:00:00 AM","","","","","242 PC","19-683","Misdemeanor","1902220020"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1700 Block of HUMBOLDT AV<br><b>City:</b> Davis<br><b>Occurred:</b> 2/24/2019 at 2100<br><b>Case #:</b> 19-710<br><b>Incident #:</b> 1902250052<br><br>","38.5529705","-121.7707946","Burglary (Vehicle)","LARCENY","Theft","1700 Block of HUMBOLDT AV","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/25/2019 12:00:00 AM","","","","","459 PC","19-710","Felony","1902250052"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of J ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/9/2019 at 1230<br><b>Case #:</b> 19-966<br><b>Incident #:</b> 1903120083<br><br>","38.5526116","-121.7391391","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of J ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/12/2019 12:00:00 AM","","","","","488 PC","19-966","Misdemeanor","1903120083"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1100 Block of J ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2019 at 1400<br><b>Case #:</b> 19-664<br><b>Incident #:</b> 1902200122<br><br><br><br><hr><b><big>Rape:vict Incpbl Of Cnsnt</big></b><hr><b>Crime:</b> 261(A)(1) PC<br><b>Crime Type:</b> Sexual Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1100 Block of J ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/3/2019 at 0440<br><b>Case #:</b> 19-910<br><b>Incident #:</b> 1903080107<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1100 Block of J ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/10/2019 at 1401<br><b>Case #:</b> 19-922<br><b>Incident #:</b> 1903100054<br><br>","38.556144","-121.7401531","Burglary (Vehicle)","LARCENY","Theft","1100 Block of J ST","/images/icons/red/blank.png","shadow.png","3/10/2019 12:00:00 AM","","","","","487(A) PC","19-664","Felony","1902200122"
"<hr><b><big>Vehicle Theft</big></b><hr><b>Crime:</b> 10851(A) VC<br><b>Crime Type:</b> Stolen Vehicle<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of JARDIN PL<br><b>City:</b> Davis<br><b>Occurred:</b> 3/14/2019 at 2130<br><b>Case #:</b> 19-1014<br><b>Incident #:</b> 1903150036<br><br>","38.5690102","-121.7532123","Vehicle Theft","STOLVEH","Stolen Vehicle","400 Block of JARDIN PL","https://dpd.crimegraphics.com/2013//icons/icon8.png","shadow.png","3/15/2019 12:00:00 AM","","","","","10851(A) VC","19-1014","Felony","1903150036"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 200 Block of K ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/6/2019 at 1625<br><b>Case #:</b> 19-931<br><b>Incident #:</b> 1903110053<br><br>","38.5446065","-121.7344781","Petty Theft $950-  Misd","LARCENY","Theft","200 Block of K ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","488 PC","19-931","Misdemeanor","1903110053"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 300 Block of K ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/14/2019 at 2330<br><b>Case #:</b> 19-1022<br><b>Incident #:</b> 1903150114<br><br>","38.545708","-121.7348015","Burglary (Residential)","BURGLARY","Burglary","300 Block of K ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","3/15/2019 12:00:00 AM","","","","","459 PC","19-1022","Felony","1903150114"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3400 Block of KOSO ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/16/2019 at 1410<br><b>Case #:</b> 19-1049<br><b>Incident #:</b> 1903180067<br><br>","38.5473433","-121.7117641","Petty Theft $950-  Misd","LARCENY","Theft","3400 Block of KOSO ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/18/2019 12:00:00 AM","","","","","488 PC","19-1049","Misdemeanor","1903180067"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3500 Block of KOSO ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/5/2019 at 1630<br><b>Case #:</b> 19-874<br><b>Incident #:</b> 1903070059<br><br>","38.5470081","-121.7093716","Burglary (Vehicle)","LARCENY","Theft","3500 Block of KOSO ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/7/2019 12:00:00 AM","","","","","459 PC","19-874","Felony","1903070059"
"<hr><b><big>Battery On Person</big></b><hr><b>Crime:</b> 242 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of L ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/15/2019 at 0200<br><b>Case #:</b> 19-1036<br><b>Incident #:</b> 1903170052<br><br>","38.5494832","-121.7329701","Battery On Person","ASSAULT","Assault","500 Block of L ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","3/17/2019 12:00:00 AM","","","","","242 PC","19-1036","Misdemeanor","1903170052"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 4400 Block of LA CANADA WY<br><b>City:</b> Davis<br><b>Occurred:</b> 3/13/2019 at 2300<br><b>Case #:</b> 19-1013<br><b>Incident #:</b> 1903150028<br><br>","38.5447141","-121.6978448","Burglary (Vehicle)","LARCENY","Theft","4400 Block of LA CANADA WY","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/15/2019 12:00:00 AM","","","","","459 PC","19-1013","Felony","1903150028"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2500 Block of LAFAYETTE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/11/2019 at 0930<br><b>Case #:</b> 19-1275<br><b>Incident #:</b> 1904020107<br><br>","38.5583039","-121.721572","Burglary (Residential)","BURGLARY","Burglary","2500 Block of LAFAYETTE DR","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","4/2/2019 12:00:00 AM","","","","","459 PC","19-1275","Felony","1904020107"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1000 Block of LAKE BLVD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/17/2019 at 0005<br><b>Case #:</b> 19-636<br><b>Incident #:</b> 1902180053<br><br>","38.5521547","-121.7869589","Petty Theft $950-  Misd","LARCENY","Theft","1000 Block of LAKE BLVD","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/18/2019 12:00:00 AM","","","","","488 PC","19-636","Misdemeanor","1902180053"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2600 Block of LILLARD DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/22/2019 at 1300<br><b>Case #:</b> 19-687<br><b>Incident #:</b> 1902220070<br><br>","38.541329","-121.7228534","Burglary (Vehicle)","LARCENY","Theft","2600 Block of LILLARD DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/22/2019 12:00:00 AM","","","","","459 PC","19-687","Felony","1902220070"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3000 Block of LILLARD DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/19/2019 at 2200<br><b>Case #:</b> 19-661<br><b>Incident #:</b> 1902200070<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 3000 Block of LILLARD DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/16/2019 at 1800<br><b>Case #:</b> 19-763<br><b>Incident #:</b> 1902270048<br><br>","38.5425458","-121.7147354","Petty Theft $950-  Misd","LARCENY","Theft","3000 Block of LILLARD DR","/images/icons/red/blank.png","shadow.png","2/27/2019 12:00:00 AM","","","","","459 PC","19-661","Felony","1902200070"
