"Description","Latitude","Longitude","Title","Group","TabTitle","Location","Icon","Shadow","DateOpened","TimeOpened","DateClosed","TimeClosed","Status","Crime","CaseNumber","CrimeClassification","IncidentNumber"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b>  Block of LILLARD DR/COWELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 3/12/2019 at 1000<br><b>Case #:</b> 19-962<br><b>Incident #:</b> 1903120072<br><br>","38.5413294","-121.7228548","Burglary (Vehicle)","LARCENY","Theft"," Block of LILLARD DR/COWELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/12/2019 12:00:00 AM","","","","","459 PC","19-962","Felony","1903120072"
"<hr><b><big>Adw Not F/Arm Or Frce:gbi</big></b><hr><b>Crime:</b> 245(A)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2700 Block of LOYOLA DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 0417<br><b>Case #:</b> 19-706<br><b>Incident #:</b> 1902250014<br><br>","38.5578657","-121.7194428","Adw Not F/Arm Or Frce:Gbi","ASSAULT","Assault","2700 Block of LOYOLA DR","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/25/2019 12:00:00 AM","","","","","245(A)(1) PC","19-706","Felony","1902250014"
"<hr><b><big>Robbery:first Degree</big></b><hr><b>Crime:</b> 211 PC<br><b>Crime Type:</b> Robbery<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 300 Block of MACE BL<br><b>City:</b> Davis<br><b>Occurred:</b> 3/16/2019 at 0311<br><b>Case #:</b> 19-1030<br><b>Incident #:</b> 1903160011<br><br>","38.551022","-121.6943084","Robbery:First Degree","ROBBERY","Robbery","300 Block of MACE BL","https://dpd.crimegraphics.com/2013//icons/icon7.png","shadow.png","3/16/2019 12:00:00 AM","","","","","211 PC","19-1030","Felony","1903160011"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 400 Block of MACE BL<br><b>City:</b> Davis<br><b>Occurred:</b> 2/27/2019 at 1730<br><b>Case #:</b> 19-778<br><b>Incident #:</b> 1902280047<br><br>","38.5502813","-121.6940147","Burglary (Vehicle)","LARCENY","Theft","400 Block of MACE BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/28/2019 12:00:00 AM","","","","","459 PC","19-778","Felony","1902280047"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 5600 Block of MARDEN ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/7/2019 at 0000<br><b>Case #:</b> 19-1820<br><b>Incident #:</b> 1905080087<br><br>","38.5519802","-121.678726","Petty Theft $950-  Misd","LARCENY","Theft","5600 Block of MARDEN ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","5/8/2019 12:00:00 AM","","","","","488 PC","19-1820","Misdemeanor","1905080087"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 800 Block of N CAMPUS WY<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2019 at 2000<br><b>Case #:</b> 19-607<br><b>Incident #:</b> 1902160055<br><br>","38.5507836","-121.7575007","Burglary (Residential)","BURGLARY","Burglary","800 Block of N CAMPUS WY","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/16/2019 12:00:00 AM","","","","","459 PC","19-607","Felony","1902160055"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of N ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/12/2019 at 1530<br><b>Case #:</b> 19-978<br><b>Incident #:</b> 1903130035<br><br>","38.5509831","-121.7305222","Burglary (Vehicle)","LARCENY","Theft","700 Block of N ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/13/2019 12:00:00 AM","","","","","459 PC","19-978","Felony","1903130035"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 3100 Block of NEWPORT TERRACE CIR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/21/2019 at 2359<br><b>Case #:</b> 19-730<br><b>Incident #:</b> 1902260085<br><br>","38.5419166","-121.7130207","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","3100 Block of NEWPORT TERRACE CIR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/26/2019 12:00:00 AM","","","","","487(A) PC","19-730","Felony","1902260085"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of OAK AVE<br><b>City:</b> Davis<br><b>Occurred:</b> 3/9/2019 at 1159<br><b>Case #:</b> 19-924<br><b>Incident #:</b> 1903110041<br><br>","38.5522152","-121.7523868","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of OAK AVE","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","488 PC","19-924","Misdemeanor","1903110041"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 700 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/8/2019 at 1900<br><b>Case #:</b> 19-926<br><b>Incident #:</b> 1903110043<br><br>","38.5395061","-121.7388896","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","700 Block of OLIVE DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","487(A) PC","19-926","Felony","1903110043"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1000 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/14/2019 at 1400<br><b>Case #:</b> 19-587<br><b>Incident #:</b> 1902140108<br><br><br><br><hr><b><big>Battery on Cohab</big></b><hr><b>Crime:</b> 243(E)(1) PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1000 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/18/2019 at 0600<br><b>Case #:</b> 19-643<br><b>Incident #:</b> 1902180092<br><br><br><br><hr><b><big>Theft Personal Property</big></b><hr><b>Crime:</b> 484(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1000 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/4/2019 at 0000<br><b>Case #:</b> 19-1348<br><b>Incident #:</b> 1904070096<br><br>","38.5408077","-121.7386312","Theft Personal Property","LARCENY","Theft","1000 Block of OLIVE DR","/images/icons/red/blank.png","shadow.png","4/7/2019 12:00:00 AM","","","","","459 PC","19-587","Felony","1902140108"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1100 Block of OLIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/12/2019 at 1100<br><b>Case #:</b> 19-981<br><b>Incident #:</b> 1903130097<br><br>","38.541902","-121.7365914","Petty Theft $950-  Misd","LARCENY","Theft","1100 Block of OLIVE DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/13/2019 12:00:00 AM","","","","","488 PC","19-981","Misdemeanor","1903130097"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of OXFORD CI<br><b>City:</b> Davis<br><b>Occurred:</b> 2/23/2019 at 1500<br><b>Case #:</b> 19-1045<br><b>Incident #:</b> 1903180062<br><br>","38.5471748","-121.7644618","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of OXFORD CI","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/18/2019 12:00:00 AM","","","","","488 PC","19-1045","Misdemeanor","1903180062"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 900 Block of PENNSYLVANIA PL<br><b>City:</b> Davis<br><b>Occurred:</b> 2/18/2019 at 1900<br><b>Case #:</b> 19-648<br><b>Incident #:</b> 1902190045<br><br>","38.5512285","-121.7396803","Petty Theft $950-  Misd","LARCENY","Theft","900 Block of PENNSYLVANIA PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/19/2019 12:00:00 AM","","","","","488 PC","19-648","Misdemeanor","1902190045"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1400 Block of PINNACLES ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/7/2019 at 1800<br><b>Case #:</b> 19-899<br><b>Incident #:</b> 1903080042<br><br>","38.5557206","-121.773304","Burglary (Vehicle)","LARCENY","Theft","1400 Block of PINNACLES ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/8/2019 12:00:00 AM","","","","","459 PC","19-899","Felony","1903080042"
"<div class='MapInfoTitle'>3 Crimes Found at this Location</div><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2900 Block of PORTAGE BAY WEST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/18/2019 at 1500<br><b>Case #:</b> 19-750<br><b>Incident #:</b> 1902260121<br><br><br><br><hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2900 Block of PORTAGE BAY WEST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/16/2019 at 0845<br><b>Case #:</b> 19-754<br><b>Incident #:</b> 1902260125<br><br><br><br><hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 2900 Block of PORTAGE BAY WEST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/8/2019 at 1430<br><b>Case #:</b> 19-927<br><b>Incident #:</b> 1903110044<br><br>","38.5489523","-121.7856769","Petty Theft $950-  Misd","LARCENY","Theft","2900 Block of PORTAGE BAY WEST","/images/icons/red/blank.png","shadow.png","3/11/2019 12:00:00 AM","","","","","488 PC","19-750","Misdemeanor","1902260121"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b>  Block of REDRUM BURGER OLIVE DRIVE DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/10/2019 at 2030<br><b>Case #:</b> 19-929<br><b>Incident #:</b> 1903110051<br><br>","38.5403361","-121.7389095","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft"," Block of REDRUM BURGER OLIVE DRIVE DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","487(A) PC","19-929","Felony","1903110051"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2500 Block of REGIS DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/28/2019 at 1209<br><b>Case #:</b> 19-794<br><b>Incident #:</b> 1903010063<br><br>","38.5568117","-121.7214528","Burglary (Vehicle)","LARCENY","Theft","2500 Block of REGIS DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/1/2019 12:00:00 AM","","","","","459 PC","19-794","Felony","1903010063"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1600 Block of RESEARCH PARK DR<br><b>City:</b> Davis<br><b>Occurred:</b> 2/28/2019 at 0834<br><b>Case #:</b> 19-774<br><b>Incident #:</b> 1902280032<br><br>","38.5400839","-121.7313289","Burglary (Vehicle)","LARCENY","Theft","1600 Block of RESEARCH PARK DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/28/2019 12:00:00 AM","","","","","459 PC","19-774","Felony","1902280032"
"<hr><b><big>Grnd Thft:prop/Etc $950+ -felony</big></b><hr><b>Crime:</b> 487(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 1700 Block of RESEARCH PARK DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/5/2019 at 0000<br><b>Case #:</b> 19-939<br><b>Incident #:</b> 1903110035<br><br>","38.5425366","-121.7313497","Grnd Thft:Prop/Etc $950+ -Felony","LARCENY","Theft","1700 Block of RESEARCH PARK DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","487(A) PC","19-939","Felony","1903110035"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2200 Block of RODIN PL<br><b>City:</b> Davis<br><b>Occurred:</b> 2/25/2019 at 0005<br><b>Case #:</b> 19-1286<br><b>Incident #:</b> 1904030045<br><br>","38.565004","-121.722626","Burglary (Vehicle)","LARCENY","Theft","2200 Block of RODIN PL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","4/3/2019 12:00:00 AM","","","","","459 PC","19-1286","Felony","1904030045"
"<hr><b><big>Burglary (Commercial)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 0 Block of RUSSELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2019 at 1700<br><b>Case #:</b> 19-676<br><b>Incident #:</b> 1902210045<br><br>","38.5472619","-121.7598503","Burglary (Commercial) ","BURGLARY","Burglary","0 Block of RUSSELL BL","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","2/21/2019 12:00:00 AM","","","","","459 PC","19-676","Felony","1902210045"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 500 Block of RUSSELL BL<br><b>City:</b> Davis<br><b>Occurred:</b> 2/16/2019 at 2226<br><b>Case #:</b> 19-615<br><b>Incident #:</b> 1902160125<br><br>","38.5463178","-121.7453877","Burglary (Vehicle)","LARCENY","Theft","500 Block of RUSSELL BL","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/16/2019 12:00:00 AM","","","","","459 PC","19-615","Felony","1902160125"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of RUSSELL BLVD<br><b>City:</b> Davis<br><b>Occurred:</b> 2/15/2019 at 0600<br><b>Case #:</b> 19-737<br><b>Incident #:</b> 1902260099<br><br>","38.5463178","-121.7453877","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of RUSSELL BLVD","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","2/26/2019 12:00:00 AM","","","","","488 PC","19-737","Misdemeanor","1902260099"
"<hr><b><big>Assault On Person</big></b><hr><b>Crime:</b> 240 PC<br><b>Crime Type:</b> Assault<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b>  Block of SAN MARINO DR/EUCALYPTUS ST<br><b>City:</b> Davis<br><b>Occurred:</b> 2/24/2019 at 1330<br><b>Case #:</b> 19-702<br><b>Incident #:</b> 1902240061<br><br>","38.5436907","-121.6989222","Assault On Person","ASSAULT","Assault"," Block of SAN MARINO DR/EUCALYPTUS ST","https://dpd.crimegraphics.com/2013//icons/icon2.png","shadow.png","2/24/2019 12:00:00 AM","","","","","240 PC","19-702","Misdemeanor","1902240061"
"<hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 900 Block of SAN SEBASTIAN ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/11/2019 at 2000<br><b>Case #:</b> 19-954<br><b>Incident #:</b> 1903120036<br><br>","38.5541555","-121.7122586","Burglary (Residential)","BURGLARY","Burglary","900 Block of SAN SEBASTIAN ST","https://dpd.crimegraphics.com/2013//icons/icon3.png","shadow.png","3/12/2019 12:00:00 AM","","","","","459 PC","19-954","Felony","1903120036"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 1500 Block of SANTA ROSA ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/16/2019 at 1830<br><b>Case #:</b> 19-1075<br><b>Incident #:</b> 1903190051<br><br>","38.5564197","-121.7686497","Petty Theft $950-  Misd","LARCENY","Theft","1500 Block of SANTA ROSA ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/19/2019 12:00:00 AM","","","","","488 PC","19-1075","Misdemeanor","1903190051"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b>  Block of SECOND ST<br><b>City:</b> Davis<br><b>Occurred:</b> 3/7/2019 at 2000<br><b>Case #:</b> 19-1101<br><b>Incident #:</b> 1903200139<br><br>","38.5479535","-121.7200488","Petty Theft $950-  Misd","LARCENY","Theft"," Block of SECOND ST","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/20/2019 12:00:00 AM","","","","","488 PC","19-1101","Misdemeanor","1903200139"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2200 Block of SHASTA DR<br><b>City:</b> Davis<br><b>Occurred:</b> 3/1/2019 at 1700<br><b>Case #:</b> 19-824<br><b>Incident #:</b> 1903030046<br><br>","38.555243","-121.7799083","Burglary (Vehicle)","LARCENY","Theft","2200 Block of SHASTA DR","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/3/2019 12:00:00 AM","","","","","459 PC","19-824","Felony","1903030046"
"<hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 2400 Block of SPARROW CT<br><b>City:</b> Davis<br><b>Occurred:</b> 3/13/2019 at 0405<br><b>Case #:</b> 19-1068<br><b>Incident #:</b> 1903180151<br><br>","38.5643904","-121.7638529","Burglary (Vehicle)","LARCENY","Theft","2400 Block of SPARROW CT","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/18/2019 12:00:00 AM","","","","","459 PC","19-1068","Felony","1903180151"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 4400 Block of SUNRISE CT<br><b>City:</b> Davis<br><b>Occurred:</b> 3/6/2019 at 0000<br><b>Case #:</b> 19-861<br><b>Incident #:</b> 1903060056<br><br>","38.5476875","-121.697334","Petty Theft $950-  Misd","LARCENY","Theft","4400 Block of SUNRISE CT","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/6/2019 12:00:00 AM","","","","","488 PC","19-861","Misdemeanor","1903060056"
"<hr><b><big>Petty Theft $950-  misd</big></b><hr><b>Crime:</b> 488 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 500 Block of SYCAMORE LN<br><b>City:</b> Davis<br><b>Occurred:</b> 3/8/2019 at 1220<br><b>Case #:</b> 19-933<br><b>Incident #:</b> 1903110060<br><br>","38.5468437","-121.7618115","Petty Theft $950-  Misd","LARCENY","Theft","500 Block of SYCAMORE LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/11/2019 12:00:00 AM","","","","","488 PC","19-933","Misdemeanor","1903110060"
"<div class='MapInfoTitle'>2 Crimes Found at this Location</div><br><hr><b><big>Burglary (Residential)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Burglary<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of SYCAMORE LN<br><b>City:</b> Davis<br><b>Occurred:</b> 2/16/2019 at 1300<br><b>Case #:</b> 19-749<br><b>Incident #:</b> 1902260120<br><br><br><br><hr><b><big>Burglary (Vehicle)</big></b><hr><b>Crime:</b> 459 PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Felony<br><b>Address:</b> 600 Block of SYCAMORE LN<br><b>City:</b> Davis<br><b>Occurred:</b> 2/27/2019 at 0000<br><b>Case #:</b> 19-834<br><b>Incident #:</b> 1903040081<br><br>","38.5466124","-121.7618142","Burglary (Vehicle)","LARCENY","Theft","600 Block of SYCAMORE LN","/images/icons/red/blank.png","shadow.png","3/4/2019 12:00:00 AM","","","","","459 PC","19-749","Felony","1902260120"
"<hr><b><big>Theft Of Personal Prop</big></b><hr><b>Crime:</b> 484(A) PC<br><b>Crime Type:</b> Theft<br><b>Crime Classification:</b> Misdemeanor<br><b>Address:</b> 700 Block of SYCAMORE LN<br><b>City:</b> Davis<br><b>Occurred:</b> 3/6/2019 at 0439<br><b>Case #:</b> 19-878<br><b>Incident #:</b> 1903070065<br><br>","38.5484551","-121.7622955","Theft Of Personal Prop","LARCENY","Theft","700 Block of SYCAMORE LN","https://dpd.crimegraphics.com/2013//icons/icon5.png","shadow.png","3/7/2019 12:00:00 AM","","","","","484(A) PC","19-878","Misdemeanor","1903070065"
